txn_id,customer_id,product_id,txn_date,amount,category,payment_mode,merchant_type,is_discounted
4127,462,41,2026-03-28 13:12:40,33631,Beauty,UPI,Online,1
4128,813,38,2025-10-29 16:21:58,72197,Electronics,Credit Card,Offline,0
4129,150,12,2025-11-21 03:52:40,1869,Groceries,UPI,Online,1
4130,863,71,2025-10-13 00:12:19,465,Beauty,UPI,Online,1
4131,789,130,2025-10-18 05:29:45,50362,Electronics,Debit Card,Online,0
4132,799,185,2026-03-25 19:43:14,1884,Wellness,Credit Card,Online,1
4133,542,189,2025-12-31 00:11:19,34175,Electronics,UPI,Offline,0
4134,818,187,2025-09-15 08:59:17,1595,Groceries,UPI,Offline,1
4135,586,44,2025-05-14 01:01:10,73034,Electronics,Debit Card,Offline,0
4136,55,50,2025-08-02 05:46:40,860,Apparel,Debit Card,Online,0
4137,399,135,2026-01-17 22:53:30,1870,Beauty,Credit Card,Offline,0
4138,413,148,2025-04-21 23:38:09,1436,Apparel,UPI,Offline,0
4139,363,60,2025-11-11 18:43:47,1213,Beauty,Debit Card,Online,0
4140,71,183,2025-08-13 08:32:34,1353,Wellness,UPI,Online,0
4141,797,191,2025-12-29 16:58:08,34175,Beauty,UPI,Offline,0
4142,9,180,2025-10-13 09:27:45,1516,Groceries,UPI,Offline,0
4143,287,115,2025-09-14 13:26:04,1099,Apparel,UPI,Offline,0
4144,914,7,2025-04-30 01:59:54,53037,Electronics,UPI,Offline,0
4145,86,117,2025-10-16 21:45:16,1690,Groceries,Credit Card,Offline,0
4146,342,172,2025-12-01 22:01:50,25884,Electronics,Debit Card,Offline,1
4147,478,181,2026-01-18 00:46:16,12952,Electronics,Debit Card,Offline,0
4148,961,8,2026-01-19 21:51:08,418,Wellness,UPI,Online,0
4149,374,30,2026-03-14 10:01:37,1107,Wellness,UPI,Offline,1
4150,140,126,2025-07-18 13:53:22,40992,Electronics,Debit Card,Offline,0
4151,254,94,2026-02-10 19:14:45,1852,Apparel,UPI,Online,0
4152,4,159,2026-04-22 01:20:36,48089,Beauty,UPI,Online,0
4153,487,62,2026-03-25 17:44:36,851,Wellness,UPI,Online,0
4154,195,131,2026-02-28 03:19:17,38226,Electronics,Debit Card,Offline,1
4155,836,164,2025-09-26 20:32:25,24209,Electronics,Debit Card,Online,0
4156,588,97,2025-05-12 10:57:28,1921,Groceries,UPI,Offline,0
4157,232,129,2025-11-24 13:21:18,1594,Wellness,UPI,Offline,0
4158,788,75,2026-03-06 13:56:06,1442,Apparel,Debit Card,Online,1
4159,673,197,2025-04-25 01:17:48,7426,Electronics,Debit Card,Online,1
4160,335,109,2025-07-14 19:15:01,413,Beauty,Debit Card,Online,1
4161,781,73,2025-07-07 10:36:59,624,Wellness,Credit Card,Online,1
4162,858,99,2025-11-05 02:34:37,1603,Apparel,UPI,Offline,1
4163,609,181,2026-03-14 07:11:16,12952,Electronics,Credit Card,Offline,1
4164,778,186,2025-08-01 17:50:45,466,Apparel,UPI,Online,1
4165,97,40,2026-02-03 17:38:17,33631,Electronics,UPI,Offline,0
4166,345,32,2025-11-04 05:21:37,37977,Electronics,UPI,Offline,0
4167,598,108,2026-03-18 06:41:52,413,Apparel,UPI,Online,0
4168,264,162,2025-06-13 16:52:21,435,Beauty,UPI,Offline,0
4169,195,174,2025-09-30 13:57:47,1684,Beauty,Debit Card,Online,1
4170,947,112,2026-04-04 00:17:40,72847,Electronics,Credit Card,Online,1
4171,761,122,2025-10-03 06:20:28,816,Beauty,UPI,Offline,1
4172,788,68,2026-01-18 09:33:43,939,Groceries,UPI,Online,0
4173,372,122,2025-07-07 01:27:08,816,Beauty,Credit Card,Offline,1
4174,699,43,2025-10-09 11:11:14,761,Groceries,Debit Card,Offline,1
4175,811,124,2025-10-12 15:08:25,32856,Electronics,UPI,Offline,1
4176,970,112,2025-08-19 20:12:19,72847,Electronics,UPI,Offline,0
4177,185,10,2025-08-30 02:17:42,1007,Groceries,Debit Card,Offline,1
4178,279,197,2026-01-17 17:48:21,7426,Electronics,UPI,Online,1
4179,672,46,2025-06-13 09:16:20,331,Apparel,Debit Card,Online,0
4180,134,24,2026-02-09 17:42:02,995,Beauty,UPI,Offline,0
4181,218,126,2026-01-20 06:12:33,40992,Electronics,Debit Card,Online,0
4182,855,11,2025-09-01 17:53:08,158,Apparel,UPI,Online,0
4183,660,114,2025-11-04 00:00:33,1660,Apparel,UPI,Offline,0
4184,513,164,2025-11-16 18:04:39,24209,Electronics,UPI,Online,1
4185,413,60,2026-01-29 19:05:04,1213,Beauty,Debit Card,Online,1
4186,666,163,2026-03-22 09:13:01,1620,Apparel,Credit Card,Offline,0
4187,866,72,2025-12-27 14:58:27,465,Beauty,Debit Card,Online,0
4188,287,124,2025-05-15 01:32:11,32856,Electronics,Debit Card,Offline,1
4189,14,116,2025-10-14 09:10:17,1249,Apparel,Credit Card,Online,0
4190,570,170,2025-05-09 18:02:49,1162,Apparel,Debit Card,Offline,1
4191,834,106,2025-08-12 10:37:01,1631,Beauty,UPI,Online,0
4192,861,154,2026-01-25 17:08:36,1589,Beauty,UPI,Offline,1
4193,237,180,2025-06-18 16:11:38,1516,Groceries,Debit Card,Online,0
4194,944,161,2025-06-21 23:43:24,435,Apparel,Credit Card,Online,0
4195,985,147,2025-10-31 02:01:38,774,Wellness,Credit Card,Online,0
4196,915,101,2026-01-18 23:54:26,1778,Wellness,UPI,Offline,0
4197,140,76,2025-07-26 22:26:38,62349,Electronics,Credit Card,Online,0
4198,336,99,2025-09-22 07:29:58,1603,Apparel,UPI,Online,1
4199,467,23,2025-11-27 05:54:22,995,Wellness,UPI,Offline,1
4200,807,198,2025-12-07 03:08:53,430,Apparel,UPI,Offline,1
4201,521,103,2025-07-19 07:07:38,44829,Electronics,Credit Card,Online,1
4202,841,69,2025-12-18 19:35:11,1449,Wellness,Credit Card,Offline,1
4203,140,18,2026-03-19 13:01:09,721,Apparel,UPI,Offline,0
4204,180,19,2025-09-24 07:24:19,804,Apparel,UPI,Online,0
4205,478,99,2026-01-31 18:56:56,1603,Apparel,UPI,Online,0
4206,306,69,2026-04-03 00:02:46,1449,Wellness,Credit Card,Offline,0
4207,846,124,2026-01-01 17:07:16,32856,Electronics,Credit Card,Online,1
4208,447,35,2025-06-24 17:27:43,1709,Groceries,UPI,Offline,1
4209,516,127,2025-06-19 18:02:56,528,Groceries,Debit Card,Online,0
4210,679,121,2025-08-21 18:29:33,816,Apparel,UPI,Online,0
4211,310,107,2025-06-08 17:11:57,1205,Groceries,UPI,Offline,1
4212,349,33,2025-10-15 13:27:57,37977,Beauty,UPI,Online,0
4213,373,174,2025-09-26 09:36:16,1684,Beauty,UPI,Offline,0
4214,114,118,2025-08-24 11:52:15,283,Wellness,UPI,Offline,1
4215,387,12,2025-09-16 10:32:02,1869,Groceries,UPI,Online,0
4216,10,128,2025-11-29 10:32:32,1636,Wellness,UPI,Online,0
4217,867,26,2025-10-16 10:57:31,1753,Wellness,UPI,Online,1
4218,71,166,2025-07-05 09:37:35,24209,Beauty,UPI,Online,1
4219,216,195,2025-05-04 16:49:05,212,Apparel,UPI,Online,0
4220,97,170,2025-11-06 15:29:02,1162,Apparel,Debit Card,Offline,0
4221,131,165,2026-03-31 18:54:15,24209,Beauty,Debit Card,Offline,0
4222,308,2,2026-01-10 05:14:24,1420,Beauty,Credit Card,Offline,0
4223,83,93,2026-03-06 23:33:49,113,Groceries,UPI,Offline,0
4224,197,148,2025-05-31 19:50:12,1436,Apparel,UPI,Online,1
4225,186,144,2025-04-28 13:04:30,1937,Groceries,Debit Card,Online,1
4226,803,161,2026-02-20 22:47:03,435,Apparel,Debit Card,Online,0
4227,57,78,2025-11-19 10:16:55,1183,Groceries,Debit Card,Online,0
4228,370,46,2025-09-10 18:40:42,331,Apparel,Credit Card,Offline,0
4229,274,184,2026-01-07 10:04:32,1353,Beauty,UPI,Online,1
4230,607,115,2026-03-23 07:01:01,1099,Apparel,Credit Card,Online,0
4231,869,56,2025-05-06 00:03:04,1583,Groceries,Debit Card,Offline,1
4232,687,160,2025-09-12 04:11:41,476,Groceries,UPI,Offline,1
4233,949,13,2026-03-20 21:45:50,657,Wellness,Credit Card,Offline,1
4234,776,169,2025-12-20 15:02:39,1316,Beauty,Debit Card,Offline,1
4235,628,44,2025-07-29 15:34:49,73034,Electronics,UPI,Online,0
4236,526,133,2026-01-26 17:22:03,9729,Electronics,UPI,Offline,1
4237,788,151,2025-12-13 02:13:35,1443,Apparel,Debit Card,Online,1
4238,266,189,2025-07-02 16:33:38,34175,Electronics,UPI,Offline,1
4239,7,141,2026-03-07 20:53:30,1380,Groceries,Credit Card,Offline,0
4240,147,2,2025-09-14 22:21:50,1420,Beauty,Debit Card,Online,1
4241,422,131,2025-08-30 01:53:15,38226,Electronics,UPI,Offline,1
4242,58,11,2026-04-21 13:01:30,158,Apparel,UPI,Offline,0
4243,423,93,2026-04-07 02:06:36,113,Groceries,UPI,Offline,0
4244,553,40,2025-10-25 05:24:11,33631,Electronics,UPI,Offline,1
4245,164,39,2026-01-21 00:24:58,1773,Groceries,Credit Card,Online,0
4246,249,71,2026-04-03 18:22:37,465,Beauty,UPI,Online,0
4247,97,94,2025-12-26 15:41:19,1852,Apparel,Debit Card,Online,0
4248,82,97,2025-10-30 10:05:37,1921,Groceries,UPI,Offline,1
4249,189,125,2025-08-25 12:21:14,128,Groceries,UPI,Offline,1
4250,98,48,2026-01-15 07:27:14,345,Wellness,UPI,Online,1
4251,410,146,2026-02-27 01:11:42,412,Wellness,UPI,Online,1
4252,250,169,2025-06-28 19:23:43,1316,Beauty,UPI,Offline,0
4253,150,88,2025-08-17 10:13:53,1226,Beauty,UPI,Offline,0
4254,892,63,2025-07-29 07:13:40,876,Wellness,Debit Card,Online,0
4255,556,161,2025-05-21 19:50:31,435,Apparel,UPI,Online,1
4256,445,34,2026-02-01 01:23:50,65694,Electronics,UPI,Offline,0
4257,315,141,2025-12-16 10:25:36,1380,Groceries,Credit Card,Online,1
4258,938,32,2025-07-11 20:10:43,37977,Electronics,UPI,Online,1
4259,815,47,2026-01-26 22:21:05,130,Groceries,Credit Card,Offline,1
4260,67,142,2026-04-21 21:16:43,664,Wellness,Credit Card,Offline,0
4261,136,43,2025-10-14 23:16:19,761,Groceries,Credit Card,Offline,0
4262,548,35,2025-10-09 17:54:07,1709,Groceries,Debit Card,Offline,1
4263,581,114,2026-02-01 19:21:12,1660,Apparel,UPI,Offline,1
4264,180,132,2025-10-08 11:00:13,655,Wellness,UPI,Online,0
4265,797,115,2025-11-28 23:10:20,1099,Apparel,Credit Card,Online,1
4266,854,28,2025-09-07 12:10:26,24908,Electronics,UPI,Offline,1
4267,206,152,2025-10-30 06:47:29,1191,Wellness,UPI,Online,0
4268,286,149,2026-01-20 15:31:34,1866,Apparel,Debit Card,Offline,0
4269,713,179,2025-09-25 18:48:50,1907,Apparel,Credit Card,Offline,1
4270,402,159,2026-02-02 23:13:01,48089,Beauty,UPI,Offline,0
4271,472,67,2026-01-01 22:39:57,1777,Beauty,UPI,Online,1
4272,440,50,2025-10-28 22:21:18,860,Apparel,UPI,Offline,1
4273,937,165,2026-01-02 13:55:28,24209,Beauty,Credit Card,Offline,0
4274,778,154,2025-11-08 21:59:30,1589,Beauty,UPI,Offline,0
4275,188,176,2025-11-04 00:00:29,331,Wellness,UPI,Offline,1
4276,639,14,2026-01-06 12:50:34,462,Wellness,Credit Card,Online,0
4277,342,76,2026-03-15 05:16:06,62349,Electronics,Debit Card,Offline,1
4278,407,58,2026-03-10 02:22:35,1527,Wellness,UPI,Offline,1
4279,394,38,2025-10-10 18:51:25,72197,Electronics,UPI,Offline,1
4280,191,8,2026-04-16 10:50:41,418,Wellness,Debit Card,Online,0
4281,628,182,2025-10-28 05:49:32,274,Groceries,UPI,Offline,0
4282,41,111,2025-08-01 02:26:54,269,Groceries,Debit Card,Offline,1
4283,502,100,2025-08-03 13:56:52,1603,Beauty,UPI,Offline,0
4284,217,87,2026-03-18 18:23:03,1226,Groceries,UPI,Online,1
4285,306,173,2025-04-26 00:51:14,1684,Groceries,UPI,Offline,1
4286,675,78,2025-08-30 02:49:53,1183,Groceries,UPI,Online,0
4287,61,151,2025-11-12 10:52:25,1443,Apparel,UPI,Online,0
4288,86,173,2025-09-21 21:13:16,1684,Groceries,UPI,Offline,0
4289,700,142,2025-07-23 13:37:59,664,Wellness,Credit Card,Online,1
4290,967,11,2025-11-25 12:54:44,158,Apparel,UPI,Offline,0
4291,927,23,2026-03-11 09:17:14,995,Wellness,Credit Card,Online,1
4292,729,137,2025-08-03 15:13:24,280,Wellness,UPI,Online,1
4293,728,51,2025-07-23 18:05:38,860,Beauty,Credit Card,Offline,1
4294,360,81,2025-06-11 17:30:13,495,Apparel,Debit Card,Offline,1
4295,799,42,2025-06-21 04:08:02,69306,Electronics,Debit Card,Offline,1
4296,862,110,2025-09-29 06:17:37,1710,Groceries,UPI,Offline,0
4297,927,66,2026-01-03 07:43:57,1777,Wellness,UPI,Offline,1
4298,944,0,2026-02-20 03:17:54,748,Groceries,Credit Card,Offline,0
4299,311,192,2025-05-31 17:29:00,34175,Beauty,UPI,Offline,0
4300,20,58,2025-09-26 23:26:54,1527,Wellness,Credit Card,Offline,0
4301,709,120,2025-09-30 05:00:58,1316,Groceries,UPI,Online,0
4302,966,193,2026-02-07 23:06:40,1329,Wellness,UPI,Offline,0
4303,480,9,2025-09-20 17:23:14,418,Beauty,UPI,Online,1
4304,126,157,2026-02-17 17:48:33,572,Wellness,UPI,Offline,1
4305,956,70,2025-07-29 03:46:23,465,Apparel,UPI,Online,1
4306,769,48,2025-12-27 18:15:08,345,Wellness,UPI,Offline,1
4307,368,162,2025-11-12 15:36:02,435,Beauty,UPI,Offline,0
4308,213,44,2025-11-12 00:41:06,73034,Electronics,UPI,Offline,0
4309,878,148,2026-01-11 15:35:57,1436,Apparel,UPI,Online,1
4310,660,167,2025-05-28 06:29:25,24209,Beauty,Credit Card,Offline,0
4311,339,142,2026-02-21 07:23:10,664,Wellness,Credit Card,Online,1
4312,589,107,2025-07-25 07:17:45,1205,Groceries,Credit Card,Offline,0
4313,284,3,2025-09-28 23:59:29,1849,Apparel,Debit Card,Offline,0
4314,128,12,2025-04-22 20:30:22,1869,Groceries,Credit Card,Offline,1
4315,602,191,2026-01-28 08:30:06,34175,Beauty,UPI,Online,0
4316,507,187,2025-10-13 12:19:09,1595,Groceries,UPI,Online,0
4317,273,82,2026-03-17 14:13:53,1243,Apparel,UPI,Offline,1
4318,738,163,2025-09-19 16:48:33,1620,Apparel,UPI,Online,0
4319,201,100,2025-09-13 21:43:59,1603,Beauty,Credit Card,Online,1
4320,138,77,2026-04-19 06:14:31,62349,Beauty,UPI,Offline,0
4321,716,121,2025-07-19 04:23:57,816,Apparel,Credit Card,Online,1
4322,986,39,2026-03-31 02:56:08,1773,Groceries,UPI,Offline,0
4323,364,138,2026-02-10 06:43:02,280,Beauty,UPI,Offline,0
4324,182,60,2025-12-31 23:56:12,1213,Beauty,UPI,Offline,1
4325,761,66,2026-03-30 15:33:43,1777,Wellness,UPI,Offline,0
4326,113,47,2025-09-11 03:16:26,130,Groceries,UPI,Online,0
4327,209,130,2025-07-31 11:46:21,50362,Electronics,UPI,Offline,0
4328,334,65,2025-08-27 02:09:48,756,Apparel,UPI,Offline,0
4329,313,23,2026-03-08 18:06:35,995,Wellness,UPI,Online,1
4330,418,74,2025-06-24 11:12:32,1570,Wellness,UPI,Offline,1
4331,909,145,2026-03-15 01:17:19,51096,Electronics,UPI,Online,1
4332,970,188,2025-12-30 17:29:40,340,Apparel,UPI,Online,1
4333,767,39,2025-12-29 13:35:13,1773,Groceries,UPI,Offline,1
4334,645,190,2025-10-29 11:04:12,34175,Beauty,UPI,Offline,1
4335,367,190,2025-10-25 13:44:24,34175,Beauty,UPI,Offline,1
4336,168,72,2025-10-17 22:35:48,465,Beauty,UPI,Offline,1
4337,733,2,2026-01-27 15:16:17,1420,Beauty,Credit Card,Offline,0
4338,331,106,2025-09-21 22:56:43,1631,Beauty,UPI,Online,0
4339,359,77,2026-01-26 12:37:40,62349,Beauty,Credit Card,Offline,1
4340,100,59,2025-11-16 18:04:00,1213,Apparel,Debit Card,Offline,0
4341,548,28,2025-09-06 20:36:00,24908,Electronics,UPI,Online,1
4342,670,41,2026-03-08 23:36:44,33631,Beauty,Debit Card,Online,1
4343,230,137,2026-03-21 21:23:28,280,Wellness,Debit Card,Offline,0
4344,423,162,2026-01-30 12:50:52,435,Beauty,UPI,Offline,0
4345,875,99,2026-01-11 00:29:14,1603,Apparel,UPI,Online,1
4346,507,75,2026-03-21 18:09:07,1442,Apparel,UPI,Online,0
4347,766,176,2025-07-25 15:43:41,331,Wellness,Credit Card,Offline,0
4348,144,17,2026-02-23 08:29:16,990,Beauty,UPI,Offline,0
4349,834,161,2025-07-03 13:39:16,435,Apparel,UPI,Offline,1
4350,551,84,2025-05-24 05:52:25,833,Beauty,Credit Card,Online,0
4351,749,99,2025-05-18 02:24:32,1603,Apparel,UPI,Online,1
4352,93,56,2025-04-22 22:46:02,1583,Groceries,UPI,Online,0
4353,847,143,2025-06-10 18:41:15,664,Beauty,UPI,Online,1
4354,762,20,2025-09-20 18:43:36,65478,Electronics,Debit Card,Online,1
4355,163,151,2025-05-07 11:05:05,1443,Apparel,UPI,Offline,1
4356,182,65,2025-09-29 20:08:26,756,Apparel,UPI,Online,1
4357,882,77,2026-02-20 20:19:31,62349,Beauty,UPI,Offline,0
4358,693,76,2026-03-22 22:32:55,62349,Electronics,Debit Card,Offline,1
4359,596,136,2025-12-09 16:12:20,42347,Electronics,UPI,Offline,0
4360,334,173,2025-07-07 08:57:14,1684,Groceries,UPI,Offline,0
4361,30,82,2025-09-27 19:46:34,1243,Apparel,Credit Card,Online,1
4362,205,108,2025-10-11 11:10:35,413,Apparel,UPI,Online,1
4363,157,134,2025-06-06 02:31:26,1870,Groceries,Debit Card,Online,1
4364,375,9,2026-04-13 18:30:15,418,Beauty,UPI,Offline,0
4365,744,99,2026-02-15 03:55:48,1603,Apparel,UPI,Online,0
4366,71,21,2026-04-15 18:13:32,65478,Beauty,Credit Card,Online,1
4367,562,121,2025-11-13 15:13:18,816,Apparel,UPI,Offline,1
4368,457,141,2025-12-06 21:51:19,1380,Groceries,Debit Card,Online,1
4369,113,78,2025-11-14 19:08:19,1183,Groceries,Credit Card,Online,1
4370,336,53,2025-05-15 18:46:42,1720,Wellness,UPI,Online,1
4371,311,104,2025-12-13 23:10:38,44829,Beauty,UPI,Offline,0
4372,508,104,2026-04-01 00:26:28,44829,Beauty,UPI,Offline,0
4373,512,104,2025-07-31 00:38:27,44829,Beauty,Debit Card,Offline,0
4374,807,144,2025-10-21 00:05:03,1937,Groceries,Credit Card,Offline,0
4375,605,36,2025-12-10 18:31:33,1709,Beauty,UPI,Online,0
4376,607,21,2025-06-19 09:39:09,65478,Beauty,UPI,Offline,0
4377,529,29,2025-08-25 16:16:42,24908,Beauty,UPI,Offline,1
4378,547,92,2025-08-11 12:53:20,38287,Electronics,Credit Card,Online,1
4379,52,6,2025-12-22 10:32:57,9361,Electronics,Debit Card,Online,1
4380,267,53,2025-10-27 05:04:08,1720,Wellness,UPI,Online,1
4381,202,69,2025-12-14 10:59:38,1449,Wellness,UPI,Offline,0
4382,386,83,2025-06-24 07:20:56,833,Wellness,Credit Card,Offline,0
4383,116,101,2026-03-01 05:54:50,1778,Wellness,Debit Card,Online,0
4384,711,199,2026-01-21 00:07:41,1272,Wellness,UPI,Online,0
4385,711,133,2025-12-02 09:34:18,9729,Electronics,Credit Card,Online,0
4386,9,11,2025-11-20 23:45:26,158,Apparel,UPI,Online,0
4387,857,39,2025-12-20 21:21:05,1773,Groceries,UPI,Offline,1
4388,478,20,2026-02-15 01:03:20,65478,Electronics,UPI,Offline,0
4389,585,46,2026-01-01 06:44:58,331,Apparel,UPI,Online,0
4390,458,73,2025-05-20 19:44:18,624,Wellness,Debit Card,Online,0
4391,747,73,2025-11-05 12:51:55,624,Wellness,UPI,Offline,0
4392,848,73,2026-03-18 06:19:51,624,Wellness,UPI,Online,1
4393,795,13,2026-02-07 12:18:53,657,Wellness,UPI,Offline,0
4394,538,111,2025-05-16 12:11:07,269,Groceries,UPI,Offline,0
4395,589,58,2026-02-25 00:14:04,1527,Wellness,Debit Card,Online,0
4396,611,84,2025-11-25 21:05:47,833,Beauty,UPI,Online,1
4397,178,107,2025-11-19 20:23:35,1205,Groceries,Debit Card,Offline,0
4398,569,127,2026-03-16 14:42:26,528,Groceries,UPI,Online,1
4399,187,199,2025-10-09 01:56:06,1272,Wellness,UPI,Offline,1
4400,731,155,2025-04-23 19:39:02,411,Groceries,UPI,Online,1
4401,246,160,2025-07-18 11:21:44,476,Groceries,UPI,Offline,0
4402,108,143,2025-05-03 13:35:45,664,Beauty,Credit Card,Online,1
4403,359,81,2025-06-17 14:04:00,495,Apparel,Credit Card,Online,0
4404,3,153,2025-08-12 06:38:40,1589,Apparel,Debit Card,Online,0
4405,416,45,2025-08-21 16:41:13,506,Groceries,UPI,Offline,0
4406,460,56,2026-02-25 11:14:58,1583,Groceries,Debit Card,Offline,0
4407,376,196,2025-09-24 14:39:00,76771,Electronics,UPI,Offline,0
4408,487,145,2025-12-24 01:08:47,51096,Electronics,UPI,Online,1
4409,499,126,2026-01-01 03:22:57,40992,Electronics,UPI,Offline,1
4410,477,153,2025-09-28 14:53:35,1589,Apparel,Credit Card,Online,0
4411,711,107,2025-10-18 22:35:48,1205,Groceries,Debit Card,Online,0
4412,432,40,2025-08-07 06:10:04,33631,Electronics,UPI,Offline,0
4413,842,139,2025-09-19 01:15:17,724,Wellness,Debit Card,Offline,1
4414,485,110,2026-01-01 13:18:04,1710,Groceries,Credit Card,Online,0
4415,464,119,2025-09-24 10:31:53,283,Beauty,UPI,Offline,0
4416,133,106,2025-10-11 11:03:03,1631,Beauty,UPI,Offline,1
4417,793,8,2026-04-10 02:15:38,418,Wellness,UPI,Online,0
4418,92,40,2025-11-10 06:30:20,33631,Electronics,UPI,Online,1
4419,757,8,2025-08-14 12:47:23,418,Wellness,UPI,Offline,1
4420,844,37,2025-07-14 02:45:08,214,Apparel,UPI,Online,1
4421,877,131,2025-07-13 03:21:21,38226,Electronics,UPI,Online,1
4422,778,144,2025-08-16 13:32:24,1937,Groceries,UPI,Online,1
4423,173,88,2025-12-15 20:18:45,1226,Beauty,Debit Card,Offline,0
4424,335,102,2025-04-22 10:12:47,176,Groceries,UPI,Offline,1
4425,986,70,2025-08-20 16:34:19,465,Apparel,Credit Card,Offline,1
4426,441,25,2025-11-22 17:37:19,995,Beauty,UPI,Online,1
4427,231,198,2025-10-23 18:04:04,430,Apparel,UPI,Offline,0
4428,392,120,2026-02-24 03:23:28,1316,Groceries,Debit Card,Online,0
4429,649,58,2025-11-15 03:02:05,1527,Wellness,UPI,Offline,1
4430,744,10,2025-11-13 18:45:59,1007,Groceries,UPI,Offline,0
4431,715,132,2025-05-22 21:05:43,655,Wellness,UPI,Online,1
4432,107,52,2025-12-11 06:56:09,8834,Electronics,UPI,Online,1
4433,568,136,2025-06-29 05:14:37,42347,Electronics,UPI,Online,1
4434,896,111,2025-07-08 02:47:30,269,Groceries,UPI,Online,0
4435,369,122,2025-05-24 22:20:16,816,Beauty,UPI,Online,1
4436,292,129,2025-12-11 03:53:50,1594,Wellness,UPI,Offline,0
4437,768,9,2025-08-08 23:42:38,418,Beauty,Debit Card,Online,1
4438,411,79,2025-06-21 12:56:06,259,Groceries,UPI,Offline,0
4439,809,147,2025-06-19 22:51:51,774,Wellness,UPI,Offline,1
4440,936,138,2025-09-28 22:05:30,280,Beauty,UPI,Online,1
4441,170,69,2025-10-03 10:34:18,1449,Wellness,UPI,Online,1
4442,584,170,2025-05-06 17:33:36,1162,Apparel,Debit Card,Online,1
4443,872,41,2025-10-16 21:25:42,33631,Beauty,Credit Card,Online,0
4444,961,161,2025-06-12 06:48:41,435,Apparel,UPI,Offline,0
4445,544,99,2026-02-17 23:42:21,1603,Apparel,UPI,Online,1
4446,544,75,2025-06-09 22:39:48,1442,Apparel,UPI,Offline,0
4447,205,199,2025-06-26 05:20:50,1272,Wellness,UPI,Offline,1
4448,510,155,2025-07-26 17:55:52,411,Groceries,Credit Card,Online,0
4449,763,143,2026-02-07 22:04:26,664,Beauty,Credit Card,Online,0
4450,396,109,2026-03-17 18:04:07,413,Beauty,UPI,Online,1
4451,164,33,2026-01-18 01:02:35,37977,Beauty,UPI,Online,0
4452,668,117,2025-10-01 17:19:25,1690,Groceries,UPI,Online,1
4453,263,75,2026-01-08 11:28:39,1442,Apparel,UPI,Offline,0
4454,708,33,2026-03-04 16:52:42,37977,Beauty,UPI,Online,1
4455,999,19,2026-02-23 04:31:02,804,Apparel,UPI,Offline,0
4456,158,55,2026-01-13 16:04:05,748,Beauty,Debit Card,Online,0
4457,147,117,2026-03-19 08:36:53,1690,Groceries,Debit Card,Offline,1
4458,100,148,2025-10-22 06:54:31,1436,Apparel,Credit Card,Offline,1
4459,351,30,2026-01-30 03:42:16,1107,Wellness,UPI,Online,0
4460,526,131,2026-03-23 08:58:12,38226,Electronics,UPI,Online,1
4461,531,87,2025-06-11 13:40:58,1226,Groceries,Debit Card,Offline,1
4462,255,173,2025-12-09 07:10:25,1684,Groceries,Credit Card,Online,1
4463,911,166,2025-05-12 06:38:30,24209,Beauty,UPI,Offline,0
4464,868,63,2025-07-10 04:26:19,876,Wellness,Credit Card,Offline,0
4465,777,99,2025-10-15 11:06:50,1603,Apparel,UPI,Online,1
4466,882,184,2025-10-03 12:14:25,1353,Beauty,Credit Card,Offline,1
4467,910,29,2025-10-13 19:12:16,24908,Beauty,UPI,Online,0
4468,106,130,2025-10-03 00:37:19,50362,Electronics,UPI,Offline,0
4469,467,114,2025-09-05 18:25:10,1660,Apparel,UPI,Offline,0
4470,894,171,2025-10-01 21:13:32,74098,Electronics,Credit Card,Online,0
4471,945,179,2026-04-18 12:07:36,1907,Apparel,UPI,Offline,1
4472,280,135,2025-12-16 22:52:08,1870,Beauty,UPI,Offline,1
4473,342,35,2025-08-21 20:57:01,1709,Groceries,Debit Card,Online,0
4474,926,169,2025-09-05 06:48:21,1316,Beauty,Debit Card,Online,0
4475,854,33,2026-01-08 21:44:04,37977,Beauty,UPI,Offline,0
4476,820,46,2025-10-10 21:24:40,331,Apparel,Debit Card,Online,0
4477,170,116,2026-03-22 10:55:23,1249,Apparel,UPI,Online,1
4478,828,117,2025-11-25 01:02:22,1690,Groceries,Credit Card,Offline,1
4479,362,27,2025-05-08 23:40:18,1756,Wellness,UPI,Online,1
4480,126,4,2026-03-27 07:31:54,1455,Apparel,UPI,Online,1
4481,70,31,2026-03-13 14:30:33,201,Apparel,UPI,Online,1
4482,161,147,2025-07-22 10:03:08,774,Wellness,Credit Card,Online,1
4483,979,146,2025-09-01 16:50:32,412,Wellness,Credit Card,Online,0
4484,559,43,2025-08-28 07:07:43,761,Groceries,UPI,Online,1
4485,989,138,2025-06-06 10:05:24,280,Beauty,UPI,Online,1
4486,803,128,2026-02-21 07:36:58,1636,Wellness,UPI,Online,0
4487,657,160,2025-09-10 14:04:21,476,Groceries,Debit Card,Offline,1
4488,330,97,2025-07-14 15:18:19,1921,Groceries,Credit Card,Offline,1
4489,24,175,2026-04-15 21:01:17,1049,Apparel,Credit Card,Online,0
4490,586,51,2025-09-06 03:27:14,860,Beauty,Debit Card,Online,1
4491,795,184,2025-05-30 05:25:43,1353,Beauty,Debit Card,Online,0
4492,944,23,2025-07-04 08:11:06,995,Wellness,Credit Card,Offline,0
4493,454,178,2025-06-28 06:58:10,377,Beauty,Debit Card,Online,1
